"date","Strike","Close"
2015-09-01,"460",1.875
2015-09-01,"470",1.375
2015-09-01,"480",1.125
2015-09-01,"490",0.875
2015-09-01,"500",0.75
2015-09-01,"520",0.5
2015-09-01,"530",0.375
2015-08-31,"350",31.5
2015-08-31,"360",25
2015-08-31,"370",19.625
2015-08-31,"375",17.625
2015-08-31,"380",16
2015-08-31,"385",13.125
2015-08-31,"390",13.375
2015-08-31,"395",10.375
2015-08-31,"405",9.5
2015-08-31,"410",7.25
2015-08-31,"415",6.125
2015-08-31,"420",5.625
2015-08-31,"425",4.5
2015-08-31,"430",4.375
2015-08-31,"440",3.375
2015-08-31,"445",3.125
2015-08-31,"450",2.5
2015-08-31,"455",2
2015-08-31,"460",2.125
2015-08-31,"470",1.625
2015-08-31,"480",1.25
2015-08-31,"490",1
2015-08-31,"500",0.75
2015-08-31,"520",0.5
2015-08-31,"600",0.125
